,stop_id,entry/update time,date_time,duration,call_for_service,location,intersection,PID,race,perceivedDisability,limited_english,age,gender,lgbt,genderNonconforming,evidence_found,actions_taken,personSearchGiven,propertySearchGiven,basis_for_search,basisForSearchExplanation,reason_for_stop,reasonForStopDetail,reasonForStopExplanation,result,entryUpdateTime,Type,speed
251,2090,6/24/2021 14:27,2021-06-24 14:23:00,12,FALSE,Almond Ave,Doud,1,Hispanic/Latino(a),,FALSE,30,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,38 in a 25mph zone construction,No Action,2021-06-24 14:23:00,1,
252,2099,6/28/2021 8:39,2021-06-28 8:29:00,9,FALSE,Mt. Hamilton,San Antonio,1,Hispanic/Latino(a),,FALSE,25,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,42mph in 25mph zone; stopped in a “do not block” area at a red light in front of a fire station,Citation for infraction; Warning (verbal or written),2021-06-28 8:29:00,1,
253,2103,6/28/2021 11:47,2021-06-28 11:42:00,5,FALSE,El Camino Real,,1,White,,FALSE,50,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,48 mph in a 35mph zone,Warning (verbal or written),2021-06-28 11:42:00,1,
254,2107,6/28/2021 15:41,2021-06-28 15:29:00,10,FALSE,Almond,Alicia,1,Hispanic/Latino(a),,FALSE,35,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,47mph in 25mph zone,Citation for infraction,2021-06-28 15:29:00,1,
255,2122,6/30/2021 12:49,2021-06-30 12:30:00,13,FALSE,Almond,Alicia,1,Middle Eastern or South Asian,,FALSE,50,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,44mph in 25mph zone,Citation for infraction,2021-06-30 12:30:00,1,
256,2123,6/30/2021 13:05,2021-06-30 12:55:00,9,FALSE,Almond,Alicia,1,Middle Eastern or South Asian,,FALSE,25,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,42mph in 25mph zone,Citation for infraction,2021-06-30 12:55:00,1,
257,2124,6/30/2021 14:05,2021-06-30 13:51:00,9,FALSE,Almond,Alicia,1,Asian,,FALSE,50,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,40mph in 25mph zone,Citation for infraction,2021-06-30 13:51:00,1,
258,2125,6/30/2021 15:38,2021-06-30 15:37:00,5,FALSE,Almond,Alicia,1,Hispanic/Latino(a),,FALSE,50,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,39mph in a 25mph zone,Warning (verbal or written),2021-06-30 15:37:00,1,
259,2153,7/7/2021 15:12,2021-07-07 15:00:00,10,FALSE,Almond,Sunkist,1,Asian,Speech impairment or limited use of language,TRUE,45,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,49mph in 25mph zone,Citation for infraction,2021-07-07 15:00:00,1,
260,2154,7/7/2021 15:36,2021-07-07 15:34:00,15,FALSE,Almond ave,,1,White,,FALSE,17,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,40 in 25mph zone,Citation for infraction,2021-07-07 15:34:00,1,
261,2155,7/7/2021 15:39,2021-07-07 15:28:00,9,FALSE,Almond,Alicia,1,Asian,,FALSE,18,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,44mph in 25mph zone,Citation for infraction,2021-07-07 15:28:00,1,
262,2164,7/8/2021 9:36,2021-07-08 9:34:00,12,FALSE,Foothill Exp,Old oak,1,White,,FALSE,50,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,65 in 45mph zone,Citation for infraction,2021-07-08 9:34:00,1,
263,2165,7/8/2021 9:53,2021-07-08 9:30:00,13,FALSE,Foothill Expressway,University,1,White,,FALSE,35,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,71mph in a 45mph zone,Citation for infraction,2021-07-08 9:30:00,1,
264,2192,7/13/2021 13:39,2021-07-13 13:20:00,16,FALSE,Almond,Sunkist,1,Asian,Speech impairment or limited use of language,TRUE,45,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,42mph in 25mph zone,Citation for infraction,2021-07-13 13:20:00,1,
265,2193,7/13/2021 13:50,2021-07-13 13:40:00,6,FALSE,Almond,Sunkist,1,Asian,,FALSE,30,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,39mph in 25mph zone,Warning (verbal or written),2021-07-13 13:40:00,1,
266,2195,7/13/2021 14:50,2021-07-13 14:48:00,8,FALSE,Almond abe,,1,Hispanic/Latino(a),,FALSE,30,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,40 in 25mph zone,Warning (verbal or written),2021-07-13 14:48:00,1,
267,2196,7/13/2021 14:58,2021-07-13 14:40:00,14,FALSE,Almond,Alicia,1,White,,FALSE,50,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,41mph in 25mph zone,Citation for infraction,2021-07-13 14:40:00,1,
268,2197,7/13/2021 15:08,2021-07-13 15:06:00,10,FALSE,Almond abe,,1,Hispanic/Latino(a),,FALSE,25,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,40 in 25mph zone,Citation for infraction,2021-07-13 15:06:00,1,
269,2198,7/13/2021 15:17,2021-07-13 15:07:00,9,FALSE,Almond,Alicia,1,Middle Eastern or South Asian,,FALSE,40,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,41mph in 25mph zone,Citation for infraction,2021-07-13 15:07:00,1,
270,2199,7/13/2021 15:24,2021-07-13 15:23:00,10,FALSE,Almond abe,,1,White,,FALSE,35,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,39 in 25mph zone,Citation for infraction,2021-07-13 15:23:00,1,
271,2200,7/13/2021 15:49,2021-07-13 15:29:00,13,FALSE,Almond,Alicia,1,Middle Eastern or South Asian,,FALSE,25,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,42mph in 25mph zone,Citation for infraction,2021-07-13 15:29:00,1,
272,2226,7/20/2021 14:40,2021-07-20 14:25:00,11,FALSE,Almond,Alicia,1,Hispanic/Latino(a),,FALSE,18,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,42mph in 25mph zone,Citation for infraction; Citation for infraction,2021-07-20 14:25:00,1,
273,2227,7/20/2021 14:48,2021-07-20 8:31:00,8,FALSE,Almond ave,N gordon,1,Asian,,FALSE,30,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,42 in 25mph zone,Citation for infraction,2021-07-20 8:31:00,1,
274,2228,7/20/2021 15:13,2021-07-20 15:00:00,8,FALSE,Almond,Alicia,1,Asian,,FALSE,40,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,43mph in 25mph zone,Citation for infraction,2021-07-20 15:00:00,1,
275,2229,7/20/2021 15:28,2021-07-20 15:26:00,12,FALSE,Almond ave,N gordon,1,Middle Eastern or South Asian,,FALSE,45,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,50 in 25mph zero ne,Citation for infraction,2021-07-20 15:26:00,1,
276,2241,7/22/2021 9:45,2021-07-22 9:35:00,8,FALSE,El Camino Real,,1,White,,FALSE,25,Male,Yes,FALSE,,,,,,,Traffic Violation,Moving Violation,56 mph in a 35 mph zone,Citation for infraction,2021-07-22 9:35:00,1,
277,2242,7/22/2021 10:08,2021-07-22 10:05:00,8,FALSE,Los Altos ave,Toyon,1,Asian,,FALSE,45,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,40 in 25mph zone,Citation for infraction,2021-07-22 10:05:00,1,
278,2243,7/22/2021 10:50,2021-07-22 10:30:00,10,FALSE,San Antonio Rd,Pine Ln.,1,White,,FALSE,50,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Observed driver at high rate of speed (50) NB San Antonio. Lidar confirmed 54mph at 535’. Identified by CA license. Cited and released,Citation for infraction,2021-07-22 10:30:00,2,"54, 35"
279,2244,7/22/2021 11:05,2021-07-22 10:50:00,8,FALSE,Foothill Expwy,Arastradero,1,Middle Eastern or South Asian,,FALSE,50,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,74mph in 45,Citation for infraction,2021-07-22 10:50:00,1,
280,2245,7/22/2021 11:26,2021-07-22 11:14:00,8,FALSE,Springer,Filip,1,White,,FALSE,50,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,46mph in 30mph zone,Citation for infraction,2021-07-22 11:14:00,1,
281,2246,7/22/2021 11:31,2021-07-22 11:20:00,10,FALSE,Arastradero,Foothill Expwy,1,Hispanic/Latino(a),,TRUE,40,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,62mph in a 45,Citation for infraction,2021-07-22 11:20:00,1,
282,2252,7/22/2021 15:24,2021-07-22 15:10:00,8,FALSE,Almond,Alicia,1,Asian,,FALSE,45,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,40mph in 25mph zone,Citation for infraction,2021-07-22 15:10:00,1,
283,2253,7/22/2021 15:35,2021-07-22 15:33:00,8,FALSE,Almond Ave,,1,White,,FALSE,20,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,40mph in 25mph,Citation for infraction,2021-07-22 15:33:00,1,
284,2254,7/22/2021 15:52,2021-07-22 15:35:00,8,FALSE,Almond,Alicia,1,Middle Eastern or South Asian,Speech impairment or limited use of language,TRUE,65,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,42mph in 25mph zone,Citation for infraction,2021-07-22 15:35:00,1,
285,2268,7/26/2021 9:52,2021-07-26 9:42:00,8,FALSE,Los Altos Avenue,W. Edith,1,White,,FALSE,35,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,44mph in 25mph zone,Citation for infraction,2021-07-26 9:42:00,1,
286,2269,7/26/2021 13:21,2021-07-26 13:10:00,10,FALSE,Alicia,Almond,1,Asian,,FALSE,18,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,46mph in 25mph zone,Citation for infraction,2021-07-26 13:10:00,1,
287,2270,7/26/2021 15:23,2021-07-26 15:11:00,9,FALSE,Almond,Sunkist,1,Middle Eastern or South Asian,,FALSE,20,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,44mph in 25mph zone,Citation for infraction,2021-07-26 15:11:00,1,
288,2280,7/28/2021 8:45,2021-07-28 8:30:00,8,FALSE,Fremont ave,Echo dr,1,Asian,,FALSE,30,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,38 in 25mph zone,Citation for infraction,2021-07-28 8:30:00,1,
289,2297,7/28/2021 14:01,2021-07-28 13:50:00,8,FALSE,Arastradero,Foothill Expwy,1,Hispanic/Latino(a),,FALSE,40,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,63mph in 45,Citation for infraction,2021-07-28 13:50:00,1,
290,2298,7/28/2021 14:25,2021-07-28 14:15:00,8,FALSE,Foothill Expwy,Main st,1,Asian,,FALSE,40,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,64mph in 45,Citation for infraction,2021-07-28 14:15:00,1,
291,2301,7/28/2021 14:54,2021-07-28 14:44:00,9,FALSE,Almond,Sunkist,1,Middle Eastern or South Asian,,FALSE,45,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,41mph in 25mph zone,Citation for infraction,2021-07-28 14:44:00,1,
292,2302,7/28/2021 15:12,2021-07-28 15:00:00,8,FALSE,Foothill Expwy,Edith,1,White,,FALSE,20,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,60mph in 45,Citation for infraction,2021-07-28 15:00:00,1,
293,2303,7/28/2021 15:28,2021-07-28 15:15:00,8,FALSE,Edith,Foothill Expwy,1,Asian,,FALSE,40,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,64mph in 45,Citation for infraction,2021-07-28 15:15:00,1,
294,2304,7/28/2021 15:33,2021-07-28 15:19:00,9,FALSE,Almond,Avalon,1,Asian,,FALSE,40,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,41mph in 25mph zone,Citation for infraction,2021-07-28 15:19:00,1,
295,2305,7/28/2021 20:11,2021-07-28 9:45:00,10,FALSE,Truman Ave,Oak Ave,1,White,,FALSE,50,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Observed driver north on Truman Ave at 35 mph. Radar confirmed 36mph. Driver identified by CA license. No priors. Warning given and release,Warning (verbal or written),2021-07-28 9:45:00,2,"36, 25"
296,2307,7/28/2021 20:28,2021-07-28 15:05:00,10,FALSE,Foothill Expressway,W.Edith Ave,1,Hispanic/Latino(a),,FALSE,20,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Observed driver speeding on Foothill Expressway. Lidar at 60 mph. Stopped and identified by license. No priors. Cited and release.,Citation for infraction,2021-07-28 15:05:00,2,"60, 45"
297,2308,7/28/2021 20:32,2021-07-28 15:28:00,15,FALSE,Foothill Expressway,W.Edith Ave,1,Hispanic/Latino(a),,FALSE,20,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Observed driver speeding on Foothill Expressway. Lidar confirmed 70 mph. Driver stopped. No license. Identified verbally. Cited for 12500(a) vc and 22350vc,Citation for infraction,2021-07-28 15:28:00,2,"70, 45"
298,2311,7/29/2021 7:28,2021-07-29 7:17:00,10,FALSE,Fremont,Altos Oaks,1,White,,FALSE,25,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,42mph in 25mph zone,Citation for infraction,2021-07-29 7:17:00,1,
299,2332,8/2/2021 5:17,2021-08-02 2:33:00,160,FALSE,Foothill,Loyola,1,Hispanic/Latino(a),,FALSE,26,Male,No,FALSE,,Field sobriety test conducted; Handcuffed or flex cuffed; Search of person was conducted; Search of property was conducted; Vehicle impounded,,,Incident to arrest,Vehicle inventoried for storage,Traffic Violation,Moving Violation,77 mph in posted 35 mph zone,Custodial Arrest without warrant; Custodial Arrest without warrant,2021-08-02 2:33:00,1,
300,2344,8/2/2021 13:20,2021-08-02 13:05:00,8,FALSE,Foothill Expwy,Arastradero,1,Asian,,FALSE,20,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,64mph in 45,Citation for infraction,2021-08-02 13:05:00,1,
301,2345,8/2/2021 13:56,2021-08-02 13:40:00,8,FALSE,Arastradero,Foothill Expwy,1,Asian,,FALSE,50,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,60mph in 45,Citation for infraction; Citation for infraction,2021-08-02 13:40:00,1,
302,2348,8/3/2021 8:54,2021-08-02 14:00:00,40,FALSE,Miranda,Arastradero,1,White,,FALSE,40,Male,No,FALSE,,Person removed from vehicle by order,,,,,Traffic Violation,Moving Violation,61mph in a 45,In-field cite and release; In-field cite and release; In-field cite and release,2021-08-02 14:00:00,1,
303,2356,8/3/2021 14:08,2021-08-03 13:55:00,8,FALSE,Foothill Expwy,St. Joseph,1,Asian,,FALSE,40,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,60mph in a 45,Citation for infraction,2021-08-03 13:55:00,1,
304,2357,8/3/2021 14:31,2021-08-03 14:15:00,8,FALSE,St.joseph,Foothill Expwy,1,White,,FALSE,50,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,62mph in a 45,Citation for infraction,2021-08-03 14:15:00,1,
305,2358,8/3/2021 14:38,2021-08-03 14:28:00,8,FALSE,Almond,Alicia,1,Hispanic/Latino(a),,FALSE,40,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,41mph in 25mph zone,Citation for infraction,2021-08-03 14:28:00,1,
306,2359,8/3/2021 14:51,2021-08-03 14:48:00,5,FALSE,Almond ave,,1,Hispanic/Latino(a),,FALSE,30,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,40 in 25mph zone,Warning (verbal or written),2021-08-03 14:48:00,1,
307,2360,8/3/2021 15:06,2021-08-03 14:55:00,9,FALSE,Almond,Alicia,1,Hispanic/Latino(a),,FALSE,40,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,43mph in 25mph zone,Citation for infraction,2021-08-03 14:55:00,1,
308,2362,8/4/2021 10:32,2021-08-04 10:08:00,10,FALSE,San Antonio Rd,Alvarado ave,1,White,,FALSE,60,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Observed driver at high rate of speed north San Antonio Rd. Lidar captured speed at 51 mph. Driver identified by Alabama license. Driver cited and released,Citation for infraction,2021-08-04 10:08:00,2,"51, 35"
309,2364,8/4/2021 11:14,2021-08-04 11:00:00,11,FALSE,San Antonio Rd,AlvaradoAve,1,White,,FALSE,40,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Observed driver at high rate of speed (50) in a 35. Lidar confirmed 52mph. Driver cited and released,Citation for infraction,2021-08-04 11:00:00,2,"52, 35"
310,2371,8/5/2021 9:51,2021-08-05 9:49:00,8,FALSE,Truman,Havenhurst,1,Asian,,FALSE,28,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,40 in 25mph zone,Citation for infraction,2021-08-05 9:49:00,1,
311,2385,8/9/2021 13:51,2021-08-09 13:41:00,8,FALSE,Almond,,1,Hispanic/Latino(a),,FALSE,21,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,42mph in 25mph zone,Citation for infraction,2021-08-09 13:41:00,1,
312,2386,8/9/2021 14:23,2021-08-09 14:18:00,4,FALSE,Almond,Alicia,1,Asian,Speech impairment or limited use of language,TRUE,55,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,42mph in 25mph zone,Warning (verbal or written),2021-08-09 14:18:00,1,
313,2387,8/9/2021 14:54,2021-08-09 14:38:00,2,FALSE,Almond,Sunkist,1,Hispanic/Latino(a),Speech impairment or limited use of language,TRUE,25,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,42mph in 25mph zone,Warning (verbal or written),2021-08-09 14:38:00,1,
314,2388,8/9/2021 14:55,2021-08-09 14:44:00,10,FALSE,Clark,Jardin,1,White,,FALSE,18,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,41mph in 25mph zone,Citation for infraction,2021-08-09 14:44:00,1,
315,2389,8/9/2021 15:27,2021-08-09 15:16:00,9,FALSE,Almond,Alicia,1,Pacific Islander,,FALSE,40,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,49mph in 25mph zone,Citation for infraction,2021-08-09 15:16:00,1,
316,2395,8/10/2021 13:48,2021-08-10 13:40:00,8,FALSE,Oak,Truman,1,White,,FALSE,18,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,41mph in 25mph zone,Citation for infraction,2021-08-10 13:40:00,1,
317,2396,8/10/2021 14:08,2021-08-10 14:06:00,8,FALSE,Truman,Havenhurst,1,Hispanic/Latino(a),,FALSE,25,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,42mph in a 25mph zone,Citation for infraction,2021-08-10 14:06:00,1,
318,2397,8/10/2021 14:22,2021-08-10 14:09:00,9,FALSE,Truman,Oak,1,White,,FALSE,55,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,40mph in 25mph zone,Citation for infraction,2021-08-10 14:09:00,1,
319,2398,8/10/2021 15:32,2021-08-10 15:20:00,9,FALSE,Almond,Alicia,1,White,,FALSE,18,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,44mph in 25mph zone,Citation for infraction,2021-08-10 15:20:00,1,
320,2399,8/10/2021 15:34,2021-08-10 15:33:00,8,FALSE,Almond ave,,1,Middle Eastern or South Asian,,FALSE,35,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,43 in 25mph zone,Citation for infraction,2021-08-10 15:33:00,1,
321,2408,8/11/2021 10:03,2021-08-11 10:01:00,10,FALSE,San Antonio rd,Yerba santa,1,Middle Eastern or South Asian,,FALSE,30,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,50mph in 35mph zone,Citation for infraction,2021-08-11 10:01:00,1,
322,2416,8/11/2021 12:23,2021-08-11 9:40:00,13,FALSE,Truman Ave,Havenhurst Dr,1,Asian,,FALSE,30,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Observed driver at high rate of speed south on Truman (visual 40 mph at 200’) Radar confirmed 38 mph. Stopped and identified by CA license. Cited and released,Citation for infraction,2021-08-11 9:40:00,2,"38, 25"
323,2417,8/11/2021 12:35,2021-08-11 10:03:00,13,FALSE,Truman Ave,Havenhurst Dr,1,Asian,,FALSE,20,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Observed driver at high rate of speed south on Truman Ave (visual 40 mph) Radar confirmed 39 mph. Driver identified by CA license. Cited and released,Citation for infraction,2021-08-11 10:03:00,2,"39, 25"
324,2419,8/11/2021 14:29,2021-08-11 14:15:00,8,FALSE,Foothill Expwy,St. Joseph,1,White,,FALSE,40,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,62mph in a 45,Citation for infraction,2021-08-11 14:15:00,1,
325,2420,8/11/2021 15:15,2021-08-11 15:00:00,8,FALSE,Almond,Alicia,1,Middle Eastern or South Asian,,FALSE,35,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,39mph in 15mph school zone with children present,Citation for infraction; Warning (verbal or written),2021-08-11 15:00:00,1,
326,2422,8/12/2021 8:55,2021-08-12 8:52:00,8,FALSE,Fallen leaf,Ravenswood,1,White,,FALSE,16,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,47 in 25mph zone,Citation for infraction,2021-08-12 8:52:00,1,
327,2425,8/12/2021 9:51,2021-08-12 9:00:00,10,FALSE,Truman Ave,Havenhurst Dr,1,White,,FALSE,25,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Observed driver at high rate of speed north  on Truman Ave. Radar confirmed 37 mph. Visual of 40. Peds and bikes present. Identified by CA license. Cited and released .,Citation for infraction,2021-08-12 9:00:00,2,"37, 25"
328,2426,8/12/2021 10:04,2021-08-12 10:03:00,8,FALSE,Truman,Havenhurst,1,Hispanic/Latino(a),,FALSE,25,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,44mph in 25mph zon,Citation for infraction,2021-08-12 10:03:00,1,
329,2439,8/17/2021 9:00,2021-08-17 8:39:00,12,FALSE,Valencia,Jardin,1,Hispanic/Latino(a),,FALSE,16,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,37mph in 15mph school zone,Citation for infraction; Warning (verbal or written),2021-08-17 8:39:00,1,
330,2441,8/17/2021 12:42,2021-08-17 12:37:00,15,FALSE,Jardin ave,Alicia,1,Hispanic/Latino(a),,FALSE,16,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,55mph in a 15mph zone,Citation for infraction,2021-08-17 12:37:00,1,
331,2444,8/17/2021 12:54,2021-08-17 9:00:00,9,FALSE,Truman Ave,Pinehurst Dr.,1,Middle Eastern or South Asian,,FALSE,50,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Observed driver at high rate of speed (visual 40 in posted 25 zone). Radar confirmed 42mph. Driver stopped and identified. Cited and released,Warning (verbal or written),2021-08-17 9:00:00,2,"42, 25"
332,2445,8/17/2021 12:54,2021-08-17 12:38:00,12,FALSE,Almond,Alicia,1,Middle Eastern or South Asian,,FALSE,35,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,40mph in 15mph school zone with children present,Citation for infraction,2021-08-17 12:38:00,1,
333,2446,8/17/2021 13:28,2021-08-17 13:15:00,8,FALSE,N San Antonio road,,1,White,,FALSE,18,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,43mph in 25mph zone,Citation for infraction,2021-08-17 13:15:00,1,
334,2447,8/17/2021 14:57,2021-08-17 14:55:00,2,FALSE,Almond,Alicia,1,Asian,,FALSE,35,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,39mph in 25mph zone,Warning (verbal or written),2021-08-17 14:55:00,1,
335,2448,8/17/2021 15:11,2021-08-17 15:10:00,10,FALSE,Almond ave,,1,White,,FALSE,30,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,40 in 25mph zone,Citation for infraction,2021-08-17 15:10:00,1,
336,2449,8/17/2021 15:24,2021-08-17 15:15:00,7,FALSE,Almond,Alicia,1,Asian,,FALSE,35,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,40mph in 25mph zone,Citation for infraction,2021-08-17 15:15:00,1,
337,2450,8/18/2021 10:16,2021-08-18 8:48:00,10,FALSE,Truman Ave,Elmhurst Dr,1,Middle Eastern or South Asian,,FALSE,55,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Observed driver south on Truman at a visual if 40 mph. Radar confirmed 40 mph in posted 25 zone. No sidewalks. Pedestrians present. Driver identified and cited. EVENTFUL,Citation for infraction,2021-08-18 8:48:00,2,"40, 25"
338,2454,8/18/2021 15:22,2021-08-18 15:08:00,15,FALSE,Valencia,Jardin,1,Black/African American,,FALSE,16,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation," 38mph in 25mph zone; car lining both sides of the street, students walking/ riding bicycles home from LAHS on both sides of the roadway a d parents out of vehicles looking for their children",Citation for infraction; Citation for infraction,2021-08-18 15:08:00,1,
339,2464,8/19/2021 15:27,2021-08-19 9:21:00,8,FALSE,San Antonio,Alvarado,1,White,,FALSE,50,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,49mph in 35,Citation for infraction,2021-08-19 9:21:00,1,
340,2465,8/19/2021 15:31,2021-08-19 10:02:00,8,FALSE,San Antonio,Alvarado,1,Hispanic/Latino(a),,FALSE,25,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,50mph in a 35,Citation for infraction,2021-08-19 10:02:00,1,
341,2466,8/19/2021 15:35,2021-08-19 14:57:00,8,FALSE,Almond,Alicia,1,White,,FALSE,40,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,41mph in a 25,Citation for infraction,2021-08-19 14:57:00,1,
342,2485,8/23/2021 13:11,2021-08-23 13:00:00,8,FALSE,Almond,Sunkist,1,Black/African American,,FALSE,25,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,35mph in 15mph school zone with children present,Citation for infraction,2021-08-23 13:00:00,1,
343,2486,8/23/2021 13:48,2021-08-23 13:38:00,8,FALSE,Springer,Arboleda,1,Middle Eastern or South Asian,,FALSE,50,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,48mph in 30mph zone,Citation for infraction,2021-08-23 13:38:00,1,
344,2492,8/24/2021 10:37,2021-08-24 10:18:00,12,FALSE,Arbuelo,San Antonio,1,Asian,,FALSE,65,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,57mph in 35mph zone,Citation for infraction,2021-08-24 10:18:00,1,
345,2493,8/24/2021 12:54,2021-08-24 12:44:00,9,FALSE,Almond,,1,Middle Eastern or South Asian,,FALSE,40,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,44mph in 25mph zone,Citation for infraction,2021-08-24 12:44:00,1,
346,2494,8/24/2021 13:52,2021-08-24 13:22:00,10,FALSE,Almond,Verano,1,Middle Eastern or South Asian,,FALSE,25,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,39mph in 25mph zone,Citation for infraction,2021-08-24 13:22:00,1,
347,2500,8/25/2021 9:33,2021-08-25 9:31:00,10,FALSE,Covington rd,Eastwood,1,Middle Eastern or South Asian,,FALSE,40,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,42 in 25mph zone,Citation for infraction,2021-08-25 9:31:00,1,
348,2503,8/25/2021 13:22,2021-08-25 13:10:00,8,FALSE,Gordon,Almond,1,Middle Eastern or South Asian,,FALSE,40,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,41mph in a 15,Citation for infraction,2021-08-25 13:10:00,1,
349,2505,8/25/2021 17:26,2021-08-25 8:00:00,10,FALSE,Truman Ave,Elmhurst,1,Middle Eastern or South Asian,,FALSE,17,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation," Observed driver at visual speed of 40 mph. Radar confirmed 39 mph. On Truman Ave in a posted 25mph zone. Driver stopped, identified and cited",Citation for infraction,2021-08-25 8:00:00,2,"39, 25"
