,stop_id,entry/update time,date_time,duration,call_for_service,location,intersection,PID,race,perceivedDisability,limited_english,age,gender,lgbt,genderNonconforming,evidence_found,actions_taken,personSearchGiven,propertySearchGiven,basis_for_search,basisForSearchExplanation,reason_for_stop,reasonForStopDetail,reasonForStopExplanation,result,entryUpdateTime,Type,speed
143,2283,7/28/2021 9:08,2021-07-28 9:00:00,5,FALSE,El Monte,University,1,Hispanic/Latino(a),Speech impairment or limited use of language,TRUE,40,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Right turn on red; 3 red arrows 3 no right on red signs,Warning (verbal or written),2021-07-28 9:00:00,3,
144,2285,7/28/2021 9:53,2021-07-28 9:46:00,9,FALSE,University,El Monte,1,White,,FALSE,45,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Right turn on red; 3 red arrows 3 no right on red signs,Citation for infraction,2021-07-28 9:46:00,3,
145,2293,7/28/2021 13:34,2021-07-28 13:11:00,8,FALSE,Woodstock,El Monte,1,White,,FALSE,50,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation," Right turn on red, 3 red arrows 3 no right on red signs",Citation for infraction,2021-07-28 13:11:00,3,
146,2306,7/28/2021 20:22,2021-07-28 14:20:00,20,FALSE,Los Altos Ave,Yerba Buena Ave,1,Hispanic/Latino(a),,FALSE,18,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation," Observed driver speeding on Los Altos Ave. radar at 40moh. Driver identified, cited and released after panic attack.",Citation for infraction,2021-07-28 14:20:00,2,"40, 25"
147,2314,7/29/2021 8:10,2021-07-29 8:00:00,9,FALSE,Bay Tree Ln,El Monte,1,White,,FALSE,50,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Right turn on red; 3 red arrows 3 no right on red signs,Citation for infraction,2021-07-29 8:00:00,3,
148,2317,7/29/2021 9:27,2021-07-29 9:18:00,6,FALSE,El Monte,Bay tree,1,White,Deafness or difficulty hearing,FALSE,85,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Right turn on red 3 red arrows 3 no right on red signs,Warning (verbal or written),2021-07-29 9:18:00,3,
149,2318,7/29/2021 9:44,2021-07-29 9:33:00,7,FALSE,El Monte,University,1,White,,FALSE,45,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Right turn on red; 3 red arrows 3 no right on red signs,Citation for infraction,2021-07-29 9:33:00,3,
150,2336,8/2/2021 9:47,2021-08-02 9:35:00,8,FALSE,El Monte,University,1,White,,FALSE,55,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Right turn on red; 3 red arrows 3 no right on red signs,Citation for infraction,2021-08-02 9:35:00,3,
151,2337,8/2/2021 10:09,2021-08-02 9:57:00,11,FALSE,University,El Monte,1,White,,FALSE,60,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Right turn on red; 3 red arrows 3 no right on red signs,Citation for infraction,2021-08-02 9:57:00,3,
152,2341,8/2/2021 10:35,2021-08-02 10:23:00,8,FALSE,El Monte,University,1,White,,FALSE,60,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Right turn on red; 3 red arrows 3 no right on red signs,Citation for infraction,2021-08-02 10:23:00,3,
153,2343,8/2/2021 12:59,2021-08-02 12:49:00,9,FALSE,El Monte,University,1,Pacific Islander,,FALSE,50,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Right turn on red; 3 red arrows 3 no right on red signs,Citation for infraction,2021-08-02 12:49:00,3,
154,2350,8/3/2021 10:05,2021-08-03 9:55:00,9,FALSE,University,El Monte,1,White,,FALSE,30,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Right turn on red; 3 red arrows 3 no right on red signs,Citation for infraction,2021-08-03 9:55:00,3,
155,2351,8/3/2021 10:29,2021-08-03 10:15:00,11,FALSE,El Monte,University,1,White,,FALSE,85,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Right turn on red; 3 red arrows 3 no right on red signs,Citation for infraction,2021-08-03 10:15:00,3,
156,2353,8/3/2021 10:52,2021-08-03 10:45:00,3,FALSE,El Monte,University,1,Hispanic/Latino(a),,FALSE,50,Male,No,FALSE,,,,,,,Traffic Violation,Moving Violation,Right turn on red; 3 red arrows 3 no right on red signs,Warning (verbal or written),2021-08-03 10:45:00,3,
157,2361,8/3/2021 18:43,2021-08-03 18:40:00,4,FALSE,Foothill,Magdalena,1,Asian,,FALSE,17,Female,No,FALSE,,,,,,,Traffic Violation,Moving Violation,60 in a 45,No Action,2021-08-03 18:40:00,1,
